location,investigation_type,event_date,country,injury_severity,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_uninjured,total_serious_injuries,total_minor_injuries,latitude,longitude,amateur_built,city,state
"chicago, il",accident,2012-05-30,united states,non-fatal,airplane,boeing,747,4.0,turbo fan,0.0,0.0,0.0,0.0,415824N,0875412W,no,chicago,il
"philadelphia, pa",accident,2012-06-07,united states,non-fatal,airplane,boeing,757 2b7,2.0,turbo fan,0.0,1.0,1.0,1.0,395228N,0751431W,no,philadelphia,pa
"winnie, tx",accident,2012-06-13,united states,non-fatal,airplane,boeing,737-724,2.0,turbo fan,0.0,2.0,0.0,2.0,294713N,0094283W,no,winnie,tx
"las vegas, nv",incident,2012-06-17,united states,non-fatal,airplane,airbus,a320,2.0,turbo fan,0.0,0.0,0.0,0.0,404535N,0734239W,no,las vegas,nv
"el paso, tx",incident,2012-07-27,united states,non-fatal,airplane,boeing,737-3h4,2.0,turbo fan,0.0,0.0,0.0,0.0,314826N,1062235W,no,el paso,tx
"denver, co",incident,2012-07-31,united states,non-fatal,airplane,boeing,737-924er,2.0,turbo fan,0.0,0.0,0.0,0.0,395142N,1044023W,no,denver,co
"dulles, va",accident,2012-08-10,united states,non-fatal,airplane,airbus,a330,2.0,turbo fan,0.0,0.0,0.0,0.0,385651N,0077270W,no,dulles,va
"milwaukee, wi",accident,2012-10-05,united states,non-fatal,airplane,boeing,717-200,2.0,turbo fan,0.0,0.0,0.0,0.0,425629N,0875329W,no,milwaukee,wi
"las vegas, nv",accident,2012-10-17,united states,non-fatal,airplane,boeing,737-3h4,2.0,turbo fan,0.0,1.0,0.0,1.0,036448N,0011598W,no,las vegas,nv
"memphis, tn",accident,2012-12-26,united states,non-fatal,airplane,mcdonnell douglas,md-11f,3.0,turbo fan,0.0,0.0,0.0,0.0,035233N,0895836W,no,memphis,tn
"chicago, il",accident,2012-12-29,united states,non-fatal,airplane,embraer,emb-145lr,2.0,turbo fan,0.0,1.0,0.0,1.0,044404N,0085330W,no,chicago,il
"miami, fl",accident,2013-01-17,united states,non-fatal,airplane,airbus,a340 - 300,4.0,turbo fan,0.0,0.0,0.0,0.0,254725N,0801630W,no,miami,fl
"cincinnati, oh",accident,2013-02-19,united states,non-fatal,airplane,embraer,emb-145lr,2.0,turbo fan,0.0,1.0,0.0,1.0,039255N,0084404W,no,cincinnati,oh
"tunica, ms",accident,2013-02-24,united states,non-fatal,airplane,embraer,erj 190-100 igw,2.0,turbo fan,0.0,1.0,0.0,1.0,034416N,0902052W,no,tunica,ms
"dallas, tx",incident,2013-02-25,united states,non-fatal,airplane,boeing,747,4.0,turbo fan,0.0,0.0,0.0,0.0,032547N,0097231W,no,dallas,tx
"atlanta, ga",accident,2013-03-08,united states,non-fatal,airplane,boeing,757-232,2.0,turbo fan,0.0,0.0,0.0,0.0,333812N,0842540W,no,atlanta,ga
"houston, tx",incident,2013-03-29,united states,non-fatal,airplane,embraer,erj-145,2.0,turbo fan,0.0,0.0,0.0,0.0,029594N,0952029W,no,houston,tx
"las vegas, nv",accident,2013-04-05,united states,non-fatal,airplane,airbus,321,2.0,turbo fan,0.0,0.0,0.0,0.0,036480N,0115180W,no,las vegas,nv
"newark, nj",accident,2013-05-01,united states,non-fatal,airplane,airbus,a330,2.0,turbo fan,0.0,0.0,0.0,0.0,404159N,0074957W,no,newark,nj
"dallas, tx",accident,2013-05-09,united states,non-fatal,airplane,airbus,320,2.0,turbo fan,0.0,1.0,0.0,1.0,325348N,0097213W,no,dallas,tx
"phoenix, az",incident,2013-05-10,united states,non-fatal,airplane,boeing,737-7h4,2.0,turbo fan,0.0,0.0,0.0,0.0,033262N,0112025W,no,phoenix,az
"atlanta, ga",incident,2013-05-19,united states,non-fatal,airplane,boeing,747,4.0,turbo fan,0.0,0.0,0.0,0.0,333827N,0842540W,no,atlanta,ga
"san francisco, ca",accident,2013-07-06,united states,fatal,airplane,boeing,777-200er,2.0,turbo fan,3.0,50.0,137.0,50.0,373648N,1222150W,no,san francisco,ca
"flushing, ny",accident,2013-07-22,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,0.0,8.0,0.0,404638N,0735221W,no,flushing,ny
"birmingham, al",accident,2013-08-14,united states,fatal,airplane,airbus,a300 - f4 622r,2.0,turbo fan,2.0,0.0,0.0,0.0,333350N,0086488W,no,birmingham,al
"greenville, tx",incident,2013-10-15,united states,non-fatal,airplane,airbus,a319 132,2.0,turbo fan,0.0,0.0,0.0,0.0,033124N,0096124W,no,greenville,tx
"houston, tx",accident,2013-10-18,united states,non-fatal,airplane,boeing,767 322,2.0,turbo fan,0.0,1.0,0.0,1.0,294546N,0952259W,no,houston,tx
"st. louis, mo",incident,2013-12-23,united states,non-fatal,airplane,boeing,737 3h4,2.0,turbo fan,0.0,0.0,0.0,0.0,038451N,0902232W,no,st. louis,mo
"las vegas, nv",accident,2014-01-04,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,0.0,0.0,0.0,036448N,0011598W,no,las vegas,nv
"nashville, tn",accident,2014-01-09,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,1.0,0.0,1.0,036736N,0864055W,no,nashville,tn
"branson, mo",incident,2014-01-13,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,0.0,0.0,0.0,363733N,0931344W,no,branson,mo
"kaycee, wy",accident,2014-02-17,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,2.0,10.0,2.0,434320N,1065751W,no,kaycee,wy
"san diego, ca",accident,2014-03-05,united states,non-fatal,airplane,boeing,737 - 932er,2.0,turbo fan,0.0,1.0,0.0,1.0,032446N,1171123W,no,san diego,ca
"philadelphia, pa",accident,2014-03-13,united states,non-fatal,airplane,airbus,a320 - 214,2.0,turbo fan,0.0,0.0,0.0,0.0,395138N,0751626W,no,philadelphia,pa
"seattle, po",accident,2014-03-17,united states,non-fatal,airplane,airbus,a330 323,2.0,turbo fan,0.0,1.0,0.0,1.0,037383N,0130410W,no,seattle,po
"boston, ma",accident,2014-05-12,united states,non-fatal,airplane,mcdonnell douglas,md90 - 30,2.0,turbo fan,0.0,0.0,0.0,0.0,422148N,0071123W,no,boston,ma
"los angeles, ca",incident,2014-07-11,united states,non-fatal,airplane,boeing,767 332,2.0,turbo fan,0.0,0.0,0.0,0.0,335630N,1182430W,no,los angeles,ca
"san diego, ca",accident,2014-07-30,united states,non-fatal,airplane,boeing,757,2.0,turbo fan,0.0,0.0,0.0,0.0,324359N,1171117W,no,san diego,ca
"salt lake city, ut",accident,2014-08-14,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,0.0,0.0,0.0,404711N,1115823W,no,salt lake city,ut
"chicago, il",accident,2014-09-13,united states,non-fatal,airplane,embraer,emb 145xr,2.0,turbo fan,0.0,0.0,0.0,0.0,415824N,0875357W,no,chicago,il
"miami, fl",accident,2014-09-16,united states,non-fatal,airplane,boeing,757 223,2.0,turbo fan,0.0,0.0,0.0,0.0,254557N,0080138W,no,miami,fl
"long beach, ca",incident,2014-09-18,united states,non-fatal,airplane,airbus,a320 232,2.0,turbo fan,0.0,0.0,0.0,0.0,033496N,0118841W,no,long beach,ca
"conroe, tx",accident,2014-09-19,united states,non-fatal,airplane,embraer,emb 505,2.0,turbo fan,0.0,0.0,0.0,0.0,302136N,0952452W,no,conroe,tx
"atlanta, ga",incident,2014-09-21,united states,non-fatal,airplane,boeing,747,4.0,turbo fan,0.0,0.0,0.0,0.0,343813N,0842541W,no,atlanta,ga
"jamaica, ny",accident,2014-10-05,united states,non-fatal,airplane,embraer,emb 145lr,2.0,turbo fan,0.0,0.0,0.0,0.0,403824N,0734643W,no,jamaica,ny
"lanai, hi",accident,2014-10-17,united states,non-fatal,airplane,boeing,737 330,2.0,turbo fan,0.0,0.0,0.0,0.0,204648N,0156570W,no,lanai,hi
"dallas, tx",accident,2014-11-21,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,0.0,0.0,0.0,325030N,0096510W,no,dallas,tx
"palm springs, ca",incident,2014-11-23,united states,non-fatal,airplane,embraer,emb-505,2.0,turbo fan,0.0,0.0,0.0,0.0,033500N,0116300W,no,palm springs,ca
"valdosta, ga",accident,2014-11-24,united states,non-fatal,airplane,boeing,737 824,2.0,turbo fan,0.0,1.0,12.0,1.0,304650N,0831647W,no,valdosta,ga
"san jose, ca",accident,2014-12-11,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,1.0,0.0,1.0,372146N,1215545W,no,san jose,ca
"houston, tx",accident,2015-02-10,united states,non-fatal,airplane,embraer,erj 190 100 igw,2.0,turbo fan,0.0,0.0,1.0,0.0,029594N,0952029W,no,houston,tx
"chicago, il",incident,2015-02-18,united states,non-fatal,airplane,embraer,emb 145lr,2.0,turbo fan,0.0,0.0,0.0,0.0,415818N,0087547W,no,chicago,il
"st. louis, mo",accident,2015-02-24,united states,non-fatal,airplane,mcdonnell douglas,md 11f,3.0,turbo fan,0.0,1.0,0.0,1.0,003800N,0009000W,no,st. louis,mo
"miami, fl",incident,2015-04-12,united states,non-fatal,airplane,boeing,767 34af,2.0,turbo fan,0.0,0.0,0.0,0.0,254743N,0801724W,no,miami,fl
"new orleans, la",incident,2015-05-05,united states,non-fatal,airplane,airbus,a319 112,2.0,turbo fan,0.0,0.0,0.0,0.0,295936N,0901533W,no,new orleans,la
"windsor locks, ct",accident,2015-05-27,united states,non-fatal,airplane,boeing,777 - 236,2.0,turbo fan,0.0,1.0,1.0,1.0,415554N,0724359W,no,windsor locks,ct
"st petersburg, fl",accident,2015-06-08,united states,non-fatal,airplane,mcdonnell douglas,dc 9 83(md-83),2.0,turbo fan,0.0,1.0,7.0,1.0,275436N,0824115W,no,st petersburg,fl
"salt lake city, ut",accident,2015-06-30,united states,non-fatal,airplane,boeing,737 832,2.0,turbo fan,0.0,1.0,0.0,1.0,404459N,0111544W,no,salt lake city,ut
"denver, co",incident,2015-08-05,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,0.0,0.0,0.0,395142N,1044023W,no,denver,co
"south lake tahoe, ca",accident,2015-08-07,united states,non-fatal,airplane,embraer,e175,2.0,turbo fan,0.0,1.0,0.0,1.0,385336N,0120015W,no,south lake tahoe,ca
"charlotte, nc",accident,2015-08-15,united states,non-fatal,airplane,airbus,a321,2.0,turbo fan,0.0,0.0,0.0,0.0,351249N,0805657W,no,charlotte,nc
"oakland, ca",accident,2015-08-23,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,0.0,0.0,0.0,374318N,1221318W,no,oakland,ca
"pound ridge, ny",accident,2015-10-09,united states,non-fatal,airplane,boeing,737 3h4,2.0,turbo fan,0.0,1.0,0.0,1.0,411421N,0733447W,no,pound ridge,ny
"dallas, tx",accident,2015-10-21,united states,non-fatal,airplane,boeing,757 223,2.0,turbo fan,0.0,1.0,0.0,1.0,325350N,0097216W,no,dallas,tx
"plevna, ks",accident,2015-10-24,united states,non-fatal,airplane,boeing,737-924er,2.0,turbo fan,0.0,1.0,1.0,1.0,038031N,0098238W,no,plevna,ks
"beaumont, tx",accident,2015-11-07,united states,non-fatal,airplane,boeing,787,2.0,turbo fan,0.0,1.0,0.0,1.0,294537N,0952211W,no,beaumont,tx
"st louis, mo",accident,2015-11-29,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,1.0,0.0,1.0,383747N,0901426W,no,st louis,mo
"nashville, tn",accident,2015-12-15,united states,non-fatal,airplane,boeing,737 3h4,2.0,turbo fan,0.0,0.0,0.0,0.0,003660N,0086360W,no,nashville,tn
"seattle, wa",incident,2015-12-19,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,0.0,0.0,0.0,472749N,1221848W,no,seattle,wa
"charlotte, nc",accident,2015-12-23,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,1.0,0.0,1.0,035179N,0804917W,no,charlotte,nc
"san diego, ca",accident,2015-12-26,united states,non-fatal,airplane,boeing,737 76n,2.0,turbo fan,0.0,1.0,0.0,1.0,032526N,0116330W,no,san diego,ca
"raleigh, nc",accident,2016-01-03,united states,non-fatal,airplane,embraer,erj 170 100 se,2.0,turbo fan,0.0,1.0,0.0,1.0,355239N,0784715W,no,raleigh,nc
"titusville, fl",accident,2016-01-28,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,1.0,0.0,1.0,028300N,0079300W,no,titusville,fl
"fort lauderdale, fl",incident,2016-01-29,united states,non-fatal,airplane,airbus,a321 231,2.0,turbo fan,0.0,0.0,0.0,0.0,026418N,0080859W,no,fort lauderdale,fl
"detroit, mi",accident,2016-02-17,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,0.0,0.0,0.0,421227N,0083217W,no,detroit,mi
"albuquerque, nm",accident,2016-03-05,united states,non-fatal,airplane,boeing,767 34af,2.0,turbo fan,0.0,0.0,0.0,0.0,035112N,0106300W,no,albuquerque,nm
"port arthur, tx",accident,2016-03-15,united states,non-fatal,airplane,boeing,737 724,2.0,turbo fan,0.0,1.0,0.0,1.0,294112N,0094217W,no,port arthur,tx
"dallas, tx",incident,2016-04-07,united states,non-fatal,airplane,boeing,737 823,2.0,turbo fan,0.0,0.0,0.0,0.0,325350N,0097216W,no,dallas,tx
"san diego, ca",accident,2016-04-14,united states,non-fatal,airplane,boeing,737 76q,2.0,turbo fan,0.0,0.0,0.0,0.0,032441N,1171123W,no,san diego,ca
"las vegas, nv",accident,2016-06-05,united states,non-fatal,airplane,boeing,737-932er,2.0,turbo fan,0.0,1.0,0.0,1.0,036448N,0011598W,no,las vegas,nv
"jamaica, ny",accident,2016-06-12,united states,non-fatal,airplane,airbus,a321 231,2.0,turbo fan,0.0,1.0,0.0,1.0,403839N,0734714W,no,jamaica,ny
"sugar land, tx",accident,2016-07-26,united states,non-fatal,airplane,embraer,emb-505,2.0,turbo fan,0.0,0.0,2.0,0.0,029381N,0953928W,no,sugar land,tx
"cleveland, oh",accident,2016-07-26,united states,non-fatal,airplane,embraer,erj 170 100 se,2.0,turbo fan,0.0,1.0,0.0,1.0,412434N,0815117W,no,cleveland,oh
"baltimore, md",accident,2016-08-05,united states,non-fatal,airplane,boeing,737 3h4,2.0,turbo fan,0.0,0.0,0.0,0.0,003900N,0007600W,no,baltimore,md
"new york, ny",accident,2016-08-10,united states,non-fatal,airplane,boeing,737 832,2.0,turbo fan,0.0,0.0,0.0,0.0,403824N,0734648W,no,new york,ny
"wood, sd",incident,2016-08-12,united states,non-fatal,airplane,airbus,a320 232,2.0,turbo fan,0.0,0.0,27.0,0.0,432955N,1002848W,no,wood,sd
"waco, tx",accident,2016-08-17,united states,non-fatal,airplane,boeing,737 924,2.0,turbo fan,0.0,1.0,0.0,1.0,031335N,0097921W,no,waco,tx
"pensacola, fl",accident,2016-08-27,united states,non-fatal,airplane,boeing,737-700,2.0,turbo fan,0.0,0.0,0.0,0.0,302824N,0871112W,no,pensacola,fl
"miami, fl",incident,2016-09-19,united states,non-fatal,airplane,airbus,a320,2.0,turbo fan,0.0,0.0,0.0,0.0,254745N,0801713W,no,miami,fl
"seattle, wa",incident,2016-10-26,united states,non-fatal,airplane,airbus,a330 223,2.0,turbo fan,0.0,0.0,0.0,0.0,472650N,1221851W,no,seattle,wa
"new york, ny",incident,2016-10-27,united states,non-fatal,airplane,boeing,737 7l9,2.0,turbo fan,0.0,0.0,0.0,0.0,040469N,0073536W,no,new york,ny
"chicago, il",accident,2016-10-28,united states,non-fatal,airplane,boeing,767,2.0,turbo fan,0.0,1.0,20.0,1.0,041588N,0087554W,no,chicago,il
"fort lauderdale, fl",accident,2016-10-28,united states,non-fatal,airplane,mcdonnell douglas,md 10-10f,3.0,turbo fan,0.0,0.0,0.0,0.0,026439N,0080840W,no,fort lauderdale,fl
"hopewell, va",accident,2016-11-21,united states,non-fatal,airplane,boeing,717 200,2.0,turbo fan,0.0,1.0,0.0,1.0,371944N,0077657W,no,hopewell,va
"san antonio, tx",incident,2016-12-04,united states,non-fatal,airplane,embraer,erj170 200lr,2.0,turbo fan,0.0,0.0,1.0,0.0,293153N,0098286W,no,san antonio,tx
"denver, co",accident,2016-12-14,united states,non-fatal,airplane,boeing,737 824,2.0,turbo fan,0.0,1.0,0.0,1.0,395136N,1044012W,no,denver,co
"phoenix, az",accident,2017-02-12,united states,non-fatal,airplane,boeing,737 76n,2.0,turbo fan,0.0,0.0,0.0,0.0,033263N,0112042W,no,phoenix,az
"los angeles, ca",accident,2017-03-06,united states,non-fatal,airplane,airbus,a319 114,2.0,turbo fan,0.0,1.0,0.0,1.0,335633N,1182429W,no,los angeles,ca
"dallas-fort worth (dfw), tx",accident,2017-03-10,united states,non-fatal,airplane,mcdonnell douglas,dc 9 83(md-83),2.0,turbo fan,0.0,1.0,0.0,1.0,032540N,0097226W,no,dallas-fort worth (dfw),tx
"boston, ma",accident,2017-05-02,united states,non-fatal,airplane,airbus,a320 232,2.0,turbo fan,0.0,1.0,0.0,1.0,421236N,0007100W,no,boston,ma
"raleigh, nc",accident,2017-05-21,united states,non-fatal,airplane,boeing,757,2.0,turbo fan,0.0,0.0,0.0,0.0,355239N,0784754W,no,raleigh,nc
"south toledo bend, tx",accident,2017-05-22,united states,non-fatal,airplane,airbus,a319 132,2.0,turbo fan,0.0,1.0,2.0,1.0,305927N,0933938W,no,south toledo bend,tx
"washington, dc",incident,2017-06-03,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,0.0,0.0,0.0,385655N,0077271W,no,washington,dc
"atlanta, ga",accident,2017-06-23,united states,non-fatal,airplane,airbus,a321,2.0,turbo fan,0.0,0.0,0.0,0.0,333858N,0842455W,no,atlanta,ga
"chicago, il",accident,2017-07-01,united states,non-fatal,airplane,airbus,a321 231,2.0,turbo fan,0.0,0.0,0.0,0.0,415838N,0875354W,no,chicago,il
"san francisco, ca",incident,2017-07-08,united states,non-fatal,airplane,airbus,a320-211,2.0,turbo fan,0.0,0.0,0.0,0.0,373655N,1222129W,no,san francisco,ca
"east hampton, ny",accident,2017-08-05,united states,non-fatal,airplane,airbus,330,2.0,turbo fan,0.0,1.0,10.0,1.0,004117N,0714130W,no,east hampton,ny
"queens, ny",accident,2017-08-15,united states,non-fatal,airplane,boeing,757,2.0,turbo fan,0.0,0.0,0.0,0.0,403852N,0734556W,no,queens,ny
"las vegas, nv",incident,2017-09-06,united states,non-fatal,airplane,boeing,757 232,2.0,turbo fan,0.0,0.0,0.0,0.0,003652N,0115913W,no,las vegas,nv
"sioux city, ia",accident,2017-09-25,united states,non-fatal,airplane,boeing,737-8h4,2.0,turbo fan,0.0,1.0,0.0,1.0,422959N,0962515W,no,sioux city,ia
"arlington, va",accident,2017-09-30,united states,non-fatal,airplane,airbus,a321 231,2.0,turbo fan,0.0,0.0,0.0,0.0,038540N,0007720W,no,arlington,va
"chicago, il",accident,2017-10-02,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,0.0,0.0,0.0,414711N,0874443W,no,chicago,il
"honolulu, hi",accident,2017-10-15,united states,non-fatal,airplane,boeing,767 328,2.0,turbo fan,0.0,1.0,0.0,1.0,021194N,1575513W,no,honolulu,hi
"los angeles, ca",accident,2017-11-19,united states,non-fatal,airplane,boeing,737 7h4,2.0,turbo fan,0.0,0.0,0.0,0.0,335642N,1182429W,no,los angeles,ca
"atlanta, ga",incident,2017-11-29,united states,non-fatal,airplane,boeing,737-932er,2.0,turbo fan,0.0,0.0,0.0,0.0,334457N,0842323W,no,atlanta,ga
"miami, fl",accident,2017-12-03,united states,non-fatal,airplane,airbus,a319 115,2.0,turbo fan,0.0,0.0,0.0,0.0,254736N,0801726W,no,miami,fl
"fort lauderdale, fl",accident,2017-12-06,united states,non-fatal,airplane,airbus,a321 231,2.0,turbo fan,0.0,1.0,1.0,1.0,026421N,0080910W,no,fort lauderdale,fl
"honolulu, hi",incident,2018-02-13,united states,non-fatal,airplane,boeing,777 222,2.0,turbo fan,0.0,0.0,0.0,0.0,021194N,1575513W,no,honolulu,hi
"minneapolis, mn",accident,2018-02-24,united states,non-fatal,airplane,airbus,a330 323,2.0,turbo fan,0.0,1.0,2.0,1.0,044535N,0931256W,no,minneapolis,mn
"philadelphia, pa",accident,2018-04-17,united states,fatal,airplane,boeing,737 7h4,2.0,turbo fan,1.0,8.0,125.0,8.0,395219N,0751424W,no,philadelphia,pa
"atlanta, ga",accident,2018-04-18,united states,non-fatal,airplane,airbus,a330 323,2.0,turbo fan,0.0,0.0,0.0,0.0,unknown,unknown,no,atlanta,ga
"alexandria, la",accident,2018-04-20,united states,non-fatal,airplane,mcdonnell douglas,dc 9 83(md-83),2.0,turbo fan,0.0,0.0,0.0,0.0,311939N,0923243W,no,alexandria,la
"baltimore, md",accident,2018-05-07,united states,non-fatal,airplane,boeing,737-8h4,2.0,turbo fan,0.0,0.0,0.0,0.0,391045N,0076402W,no,baltimore,md
"guayaquil,",incident,2018-05-08,united states,non-fatal,airplane,boeing,767,2.0,turbo fan,0.0,0.0,0.0,0.0,unknown,unknown,no,"guayaquil,",unknown
"decatur, tx",accident,2018-06-10,united states,non-fatal,airplane,boeing,777 223,2.0,turbo fan,0.0,1.0,7.0,1.0,332029N,0973252W,no,decatur,tx
"phoenix, az",accident,2018-06-12,united states,non-fatal,airplane,boeing,737-8h4,2.0,turbo fan,0.0,1.0,0.0,1.0,331537N,0112015W,no,phoenix,az
"cut bank, mt",accident,2018-06-17,united states,non-fatal,airplane,embraer,erj175,2.0,turbo fan,0.0,1.0,0.0,1.0,484250N,1123220W,no,cut bank,mt
"west palm beach, fl",accident,2018-07-23,united states,non-fatal,airplane,airbus,a319,2.0,turbo fan,0.0,1.0,1.0,1.0,264059N,0080544W,no,west palm beach,fl
"portsmouth, nh",accident,2018-07-27,united states,non-fatal,airplane,boeing,767,2.0,turbo fan,0.0,0.0,0.0,0.0,043441N,0704924W,no,portsmouth,nh
"philadelphia, pa",accident,2018-07-31,united states,non-fatal,airplane,boeing,757,2.0,turbo fan,0.0,0.0,0.0,0.0,395228N,0751433W,no,philadelphia,pa
"los angeles, ca",accident,2018-08-13,united states,non-fatal,airplane,airbus,a321-271n,2.0,turbo fan,0.0,0.0,0.0,0.0,335629N,1182430W,no,los angeles,ca
"new york, ny",accident,2018-09-06,united states,non-fatal,airplane,boeing,757,2.0,turbo fan,0.0,1.0,0.0,1.0,040452N,0735958W,no,new york,ny
"atlanta, ga",incident,2018-09-06,united states,non-fatal,airplane,boeing,757,2.0,turbo fan,0.0,0.0,0.0,0.0,033450N,0842325W,no,atlanta,ga
"newark, nj",accident,2018-09-24,united states,non-fatal,airplane,boeing,757,2.0,turbo fan,0.0,1.0,0.0,1.0,404133N,0074107W,no,newark,nj
"dallas, tx",accident,2018-09-26,united states,non-fatal,airplane,airbus,a321,2.0,turbo fan,0.0,1.0,0.0,1.0,323238N,0097119W,no,dallas,tx
"san jose, ca",accident,2018-10-11,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,1.0,0.0,1.0,037200N,0121540W,no,san jose,ca
"burbank, ca",incident,2018-12-06,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,0.0,0.0,0.0,341124N,1181727W,no,burbank,ca
"charlotte, nc",accident,2018-12-31,united states,non-fatal,airplane,boeing,757,2.0,turbo fan,0.0,0.0,0.0,0.0,351249N,0805656W,no,charlotte,nc
"tuscaloosa, al",accident,2019-01-29,united states,non-fatal,airplane,boeing,727 200,3.0,turbo fan,0.0,0.0,0.0,0.0,331312N,0873636W,no,tuscaloosa,al
"franklin, tn",accident,2019-02-18,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,1.0,1.0,1.0,035545N,0865726W,no,franklin,tn
"orlando, fl",incident,2019-02-21,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,0.0,0.0,0.0,282553N,0811830W,no,orlando,fl
"trinity bay, tx",accident,2019-02-23,united states,fatal,airplane,boeing,767,2.0,turbo fan,3.0,0.0,0.0,0.0,294612N,0943936W,no,trinity bay,tx
"nashville, tn",accident,2019-03-28,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,0.0,0.0,0.0,036728N,0864041W,no,nashville,tn
"atlanta, ga",accident,2019-04-05,united states,non-fatal,airplane,mcdonnell douglas,md88,2.0,turbo fan,0.0,0.0,0.0,0.0,333838N,0842613W,no,atlanta,ga
"jacksonville, fl",accident,2019-05-04,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,0.0,1.0,0.0,301354N,0813937W,no,jacksonville,fl
"waycross, ga",accident,2019-05-25,united states,non-fatal,airplane,boeing,737-8h4,2.0,turbo fan,0.0,1.0,1.0,1.0,305639N,0821148W,no,waycross,ga
"denver, co",accident,2019-08-27,united states,non-fatal,airplane,airbus,a320,2.0,turbo fan,0.0,1.0,0.0,1.0,395142N,1044023W,no,denver,co
"fort myers, fl",accident,2019-09-06,united states,non-fatal,airplane,airbus,a319,2.0,turbo fan,0.0,1.0,0.0,1.0,271457N,0811640W,no,fort myers,fl
"chicago, il",accident,2019-11-11,united states,non-fatal,airplane,embraer,emb145,2.0,turbo fan,0.0,0.0,0.0,0.0,413458N,0873232W,no,chicago,il
"disputanta, va",accident,2019-12-18,united states,non-fatal,airplane,embraer,erj190,2.0,turbo fan,0.0,1.0,0.0,1.0,375450N,0077828W,no,disputanta,va
"new york, ny",accident,2020-01-08,united states,non-fatal,airplane,boeing,737,2.0,turbo fan,0.0,0.0,0.0,0.0,404637N,0735226W,no,new york,ny
"new orleans, la",accident,2020-01-10,united states,non-fatal,airplane,airbus,a320,2.0,turbo fan,0.0,1.0,0.0,1.0,295738N,0090447W,no,new orleans,la
"los angeles, ca",accident,2020-08-19,united states,non-fatal,airplane,boeing,767,2.0,turbo fan,0.0,1.0,0.0,1.0,033589N,1181422W,no,los angeles,ca
"ontario, ca",incident,2021-01-29,united states,non-fatal,airplane,boeing,767-338,2.0,turbo fan,0.0,0.0,0.0,0.0,034322N,0117365W,no,ontario,ca
"tacoma, wa",accident,2022-05-22,united states,non-fatal,airplane,boeing,737-700,2.0,turbo fan,0.0,0.0,1.0,0.0,047119N,1221625W,no,tacoma,wa
"santa ana, ca",accident,2022-07-02,united states,non-fatal,airplane,boeing,737-700,2.0,turbo fan,0.0,1.0,0.0,1.0,334033N,0117525W,no,santa ana,ca
